Match ID,Date,Venue,Team1,Team2,Toss Winner,Toss Decision,Stage,First Innings Score,First Innings Wicket,Second Innings score,Second Innings Wicket,Match Winner,Won by,Margin,Player of the match
2,24-03-2019,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,181.0,3.0,183.0,4.0,Kolkata Knight Riders,Wickets,6.0,Andre Russell
3,24-03-2019,"Wankhede Stadium, Mumbai",Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,Group,213.0,6.0,176.0,10.0,Delhi Capitals,Runs,37.0,Rishabh Pant
4,25-03-2019,"Sawai Mansingh Stadium, Jaipur",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,184.0,4.0,170.0,9.0,Kings XI Punjab,Runs,14.0,Chris Gayle
5,26-03-2019,"Feroz Shah Kotla, Delhi",Delhi Capitals,Chennai Super Kings,Delhi Capitals,Bat,Group,147.0,6.0,150.0,4.0,Chennai Super Kings,Wickets,6.0,Shane Watson
6,27-03-2019,"Eden Gardens, Kolkata",Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Field,Group,218.0,4.0,190.0,4.0,Kolkata Knight Riders,Runs,28.0,Andre Russell
7,28-03-2019,"M. Chinnaswamy Stadium, Bangalore",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,187.0,8.0,181.0,5.0,Mumbai Indians,Runs,6.0,Jasprit Bumrah
8,29-03-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Bat,Group,198.0,2.0,201.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Rashid Khan
9,30-03-2019,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Field,Group,176.0,7.0,177.0,2.0,Kings XI Punjab,Wickets,8.0,Mayank Agarwal
10,30-03-2019,"Feroz Shah Kotla, Delhi",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Group,185.0,8.0,185.0,6.0,Delhi Capitals,Super Over,,Prithvi Shaw
11,31-03-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,231.0,2.0,113.0,10.0,Sunrisers Hyderabad,Runs,118.0,Jonny Bairstow
12,31-03-2019,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,175.0,5.0,167.0,8.0,Chennai Super Kings,Runs,8.0,Mahendra Singh Dhoni
13,01-04-2019,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Delhi Capitals,Delhi Capitals,Field,Group,166.0,9.0,152.0,10.0,Kings XI Punjab,Runs,14.0,Sam Curran
14,02-04-2019,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Field,Group,158.0,4.0,164.0,3.0,Rajasthan Royals,Wickets,7.0,Shreyas Gopal
15,03-04-2019,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,170.0,5.0,133.0,8.0,Mumbai Indians,Runs,37.0,Hardik Pandya
16,04-04-2019,"Feroz Shah Kotla, Delhi",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,129.0,8.0,131.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Jonny Bairstow
17,05-04-2019,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,205.0,3.0,206.0,5.0,Kolkata Knight Riders,Wickets,5.0,Andre Russell
18,06-04-2019,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Bat,Group,160.0,3.0,138.0,5.0,Chennai Super Kings,Runs,22.0,Harbhajan Singh
19,06-04-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,136.0,7.0,96.0,10.0,Mumbai Indians,Runs,40.0,Alzarri Joseph
20,07-04-2019,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Field,Group,149.0,8.0,152.0,6.0,Delhi Capitals,Wickets,4.0,Kagiso Rabada
21,07-04-2019,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,139.0,3.0,140.0,2.0,Kolkata Knight Riders,Wickets,8.0,Harry Gurney
22,08-04-2019,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,Field,Group,150.0,4.0,151.0,4.0,Kings XI Punjab,Wickets,6.0,K. L. Rahul
23,09-04-2019,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Group,108.0,9.0,111.0,3.0,Chennai Super Kings,Wickets,7.0,Deepak Chahar
24,10-04-2019,"Wankhede Stadium, Mumbai",Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,197.0,4.0,198.0,7.0,Mumbai Indians,Wickets,3.0,Kieron Pollard
25,11-04-2019,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Field,Group,151.0,7.0,155.0,6.0,Chennai Super Kings,Wickets,4.0,Mahendra Singh Dhoni
26,12-04-2019,"Eden Gardens, Kolkata",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Group,178.0,7.0,180.0,3.0,Delhi Capitals,Wickets,7.0,Shikhar Dhawan
27,13-04-2019,"Wankhede Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,187.0,5.0,188.0,6.0,Rajasthan Royals,Wickets,4.0,Jos Buttler
28,13-04-2019,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,173.0,4.0,174.0,2.0,Royal Challengers Bangalore,Wickets,8.0,AB de Villiers
29,14-04-2019,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Group,161.0,8.0,162.0,5.0,Chennai Super Kings,Wickets,5.0,Imran Tahir
30,14-04-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,155.0,7.0,116.0,10.0,Delhi Capitals,Runs,39.0,Keemo Paul
31,15-04-2019,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,171.0,7.0,172.0,5.0,Mumbai Indians,Wickets,5.0,Lasith Malinga
32,16-04-2019,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,182.0,6.0,170.0,7.0,Kings XI Punjab,Runs,12.0,Ravichandran Ashwin
33,17-04-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Bat,Group,132.0,5.0,137.0,4.0,Sunrisers Hyderabad,Wickets,6.0,David Warner
34,18-04-2019,"Feroz Shah Kotla, Delhi",Mumbai Indians,Delhi Capitals,Mumbai Indians,Bat,Group,168.0,5.0,128.0,9.0,Mumbai Indians,Runs,40.0,Hardik Pandya
35,19-04-2019,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,213.0,4.0,203.0,5.0,Royal Challengers Bangalore,Runs,10.0,Virat Kohli
36,20-04-2019,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,161.0,5.0,162.0,5.0,Rajasthan Royals,Wickets,5.0,Steve Smith
37,20-04-2019,"Feroz Shah Kotla, Delhi",Kings XI Punjab,Delhi Capitals,Delhi Capitals,Field,Group,163.0,7.0,166.0,5.0,Delhi Capitals,Wickets,5.0,Shreyas Iyer
38,21-04-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,159.0,8.0,161.0,1.0,Sunrisers Hyderabad,Wickets,9.0,Khaleel Ahmed
39,21-04-2019,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Group,161.0,7.0,160.0,8.0,Royal Challengers Bangalore,Runs,1.0,Parthiv Patel
40,22-04-2019,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Group,191.0,6.0,193.0,4.0,Delhi Capitals,Wickets,6.0,Rishabh Pant
41,23-04-2019,"M. A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Group,175.0,3.0,176.0,4.0,Chennai Super Kings,Wickets,6.0,Shane Watson
42,24-04-2019,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,202.0,4.0,185.0,7.0,Royal Challengers Bangalore,Runs,17.0,AB de Villiers
43,25-04-2019,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,175.0,6.0,177.0,7.0,Rajasthan Royals,Wickets,3.0,Varun Aaron
44,26-04-2019,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,155.0,4.0,109.0,10.0,Mumbai Indians,Runs,46.0,Rohit Sharma
45,27-04-2019,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Field,Group,160.0,8.0,161.0,3.0,Rajasthan Royals,Wickets,7.0,Jaydev Unadkat
46,28-04-2019,"Feroz Shah Kotla, Delhi",Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,Bat,Group,187.0,5.0,171.0,7.0,Delhi Capitals,Runs,16.0,Shikhar Dhawan
47,28-04-2019,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,232.0,2.0,198.0,7.0,Kolkata Knight Riders,Runs,34.0,Andre Russell
48,29-04-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,Field,Group,212.0,6.0,167.0,8.0,Sunrisers Hyderabad,Runs,45.0,David Warner
49,30-04-2019,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Field,Group,62.0,7.0,41.0,1.0,,,,
50,01-05-2019,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Group,179.0,4.0,99.0,10.0,Chennai Super Kings,Runs,80.0,Mahendra Singh Dhoni
51,02-05-2019,"Wankhede Stadium, Mumbai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Group,162.0,5.0,162.0,6.0,Mumbai Indians,Super Over,,Jasprit Bumrah
52,03-05-2019,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,183.0,6.0,185.0,3.0,Kolkata Knight Riders,Wickets,7.0,Shubman Gill
53,04-05-2019,"Feroz Shah Kotla, Delhi",Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Bat,Group,115.0,9.0,121.0,5.0,Delhi Capitals,Wickets,5.0,Amit Mishra
54,04-05-2019,"M. Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,175.0,7.0,178.0,6.0,Royal Challengers Bangalore,Wickets,4.0,Shimron Hetmyer
55,05-05-2019,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,Field,Group,170.0,5.0,173.0,4.0,Kings XI Punjab,Wickets,6.0,K. L. Rahul
56,05-05-2019,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,133.0,7.0,134.0,1.0,Mumbai Indians,Wickets,9.0,Hardik Pandya
57,07-05-2019,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Playoff,131.0,4.0,132.0,4.0,Mumbai Indians,Wickets,6.0,Suryakumar Yadav
58,08-05-2019,"ACA-VDCA Stadium, Visakhapatnam",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,Playoff,162.0,8.0,165.0,8.0,Delhi Capitals,Wickets,2.0,Rishabh Pant
59,10-05-2019,"ACA-VDCA Stadium, Visakhapatnam",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,Playoff,147.0,9.0,151.0,4.0,Chennai Super Kings,Wickets,6.0,Faf du Plessis
60,12-05-2019,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Chennai Super Kings,Mumbai Indians,Bat,Final,149.0,8.0,148.0,7.0,Mumbai Indians,Runs,1.0,Jasprit Bumrah
1,19-09-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,162.0,9.0,166.0,5.0,Chennai Super Kings,Wickets,5.0,Ambati Rayudu
2,20-09-2020,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Kings XI Punjab,Kings XI Punjab,Field,Group,157.0,8.0,157.0,8.0,Delhi Capitals,Super Over,,Marcus Stoinis
3,21-09-2020,"Dubai International Cricket Stadium, Dubai",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,163.0,5.0,153.0,10.0,Royal Challengers Bangalore,Runs,10.0,Yuzvendra Chahal
4,22-09-2020,"Sharjah Cricket Stadium, Sharjah",Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Field,Group,216.0,7.0,200.0,6.0,Rajasthan Royals,Runs,16.0,Sanju Samson
5,23-09-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,195.0,5.0,146.0,9.0,Mumbai Indians,Runs,49.0,Rohit Sharma
6,24-09-2020,"Dubai International Cricket Stadium, Dubai",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,206.0,3.0,109.0,10.0,Kings XI Punjab,Runs,97.0,K. L. Rahul
7,25-09-2020,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Field,Group,175.0,3.0,131.0,7.0,Delhi Capitals,Runs,44.0,Prithvi Shaw
8,26-09-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Group,142.0,4.0,145.0,3.0,Kolkata Knight Riders,Wickets,7.0,Shubman Gill
9,27-09-2020,"Sharjah Cricket Stadium, Sharjah",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,223.0,2.0,226.0,6.0,Rajasthan Royals,Wickets,4.0,Sanju Samson
10,28-09-2020,"Dubai International Cricket Stadium, Dubai",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,201.0,3.0,201.0,5.0,Royal Challengers Bangalore,Super Over,,AB de Villiers
11,29-09-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,Group,162.0,4.0,147.0,7.0,Sunrisers Hyderabad,Runs,15.0,Rashid Khan
12,30-09-2020,"Dubai International Cricket Stadium, Dubai",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,174.0,6.0,137.0,9.0,Kolkata Knight Riders,Runs,37.0,Shivam Mavi
13,01-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Field,Group,191.0,4.0,143.0,8.0,Mumbai Indians,Runs,48.0,Kieron Pollard
14,02-10-2020,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Bat,Group,164.0,5.0,157.0,5.0,Sunrisers Hyderabad,Runs,7.0,Priyam Garg
15,03-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Bat,Group,154.0,6.0,158.0,2.0,Royal Challengers Bangalore,Wickets,8.0,Yuzvendra Chahal
16,03-10-2020,"Sharjah Cricket Stadium, Sharjah",Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,228.0,4.0,210.0,8.0,Delhi Capitals,Runs,18.0,Shreyas Iyer
17,04-10-2020,"Sharjah Cricket Stadium, Sharjah",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Group,208.0,5.0,174.0,7.0,Mumbai Indians,Runs,34.0,Trent Boult
18,04-10-2020,"Dubai International Cricket Stadium, Dubai",Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,Bat,Group,178.0,4.0,181.0,0.0,Chennai Super Kings,Wickets,10.0,Shane Watson
19,05-10-2020,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,196.0,4.0,137.0,9.0,Delhi Capitals,Runs,59.0,Axar Patel
20,06-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Group,193.0,4.0,136.0,10.0,Mumbai Indians,Runs,57.0,Suryakumar Yadav
21,07-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Group,167.0,10.0,157.0,5.0,Kolkata Knight Riders,Runs,10.0,Rahul Tripathi
22,08-10-2020,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,Bat,Group,201.0,6.0,132.0,10.0,Sunrisers Hyderabad,Runs,69.0,Jonny Bairstow
23,09-10-2020,"Sharjah Cricket Stadium, Sharjah",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field,Group,184.0,8.0,138.0,10.0,Delhi Capitals,Runs,46.0,Ravichandran Ashwin
24,10-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Bat,Group,164.0,6.0,162.0,5.0,Kolkata Knight Riders,Runs,2.0,Dinesh Karthik
25,10-10-2020,"Dubai International Cricket Stadium, Dubai",Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Bat,Group,169.0,4.0,132.0,8.0,Royal Challengers Bangalore,Runs,37.0,Virat Kohli
26,11-10-2020,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Bat,Group,158.0,4.0,163.0,5.0,Rajasthan Royals,Wickets,5.0,Rahul Tewatia
27,11-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,Mumbai Indians,Delhi Capitals,Bat,Group,162.0,4.0,166.0,5.0,Mumbai Indians,Wickets,5.0,Quinton de Kock
28,12-10-2020,"Sharjah Cricket Stadium, Sharjah",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Bat,Group,194.0,2.0,112.0,9.0,Royal Challengers Bangalore,Runs,82.0,AB de Villiers
29,13-10-2020,"Dubai International Cricket Stadium, Dubai",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Bat,Group,167.0,6.0,147.0,8.0,Chennai Super Kings,Runs,20.0,Ravindra Jadeja
30,14-10-2020,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Rajasthan Royals,Delhi Capitals,Bat,Group,161.0,7.0,148.0,8.0,Delhi Capitals,Runs,13.0,Anrich Nortje
31,15-10-2020,"Sharjah Cricket Stadium, Sharjah",Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Bat,Group,171.0,6.0,177.0,2.0,Kings XI Punjab,Wickets,8.0,K. L. Rahul
32,16-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Bat,Group,148.0,5.0,149.0,2.0,Mumbai Indians,Wickets,8.0,Quinton de Kock
33,17-10-2020,"Dubai International Cricket Stadium, Dubai",Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Bat,Group,177.0,6.0,179.0,3.0,Royal Challengers Bangalore,Wickets,7.0,AB de Villiers
34,17-10-2020,"Sharjah Cricket Stadium, Sharjah",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bat,Group,179.0,4.0,185.0,5.0,Delhi Capitals,Wickets,5.0,Shikhar Dhawan
35,18-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,163.0,5.0,163.0,6.0,Kolkata Knight Riders,Super Over,,Lockie Ferguson
36,18-10-2020,"Dubai International Cricket Stadium, Dubai",Mumbai Indians,Kings XI Punjab,Mumbai Indians,Bat,Group,176.0,6.0,176.0,6.0,Kings XI Punjab,Super Over,,K. L. Rahul
37,19-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Group,125.0,5.0,126.0,3.0,Rajasthan Royals,Wickets,7.0,Jos Buttler
38,20-10-2020,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Kings XI Punjab,Delhi Capitals,Bat,Group,164.0,5.0,167.0,5.0,Kings XI Punjab,Wickets,5.0,Shikhar Dhawan
39,21-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Bat,Group,84.0,8.0,85.0,2.0,Royal Challengers Bangalore,Wickets,8.0,Mohammed Siraj
40,22-10-2020,"Dubai International Cricket Stadium, Dubai",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,154.0,6.0,156.0,2.0,Sunrisers Hyderabad,Wickets,8.0,Manish Pandey
41,23-10-2020,"Sharjah Cricket Stadium, Sharjah",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,114.0,9.0,116.0,0.0,Mumbai Indians,Wickets,10.0,Trent Boult
42,24-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Group,194.0,6.0,135.0,9.0,Kolkata Knight Riders,Runs,59.0,Varun Chakravarthy
43,24-10-2020,"Dubai International Cricket Stadium, Dubai",Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,126.0,7.0,114.0,10.0,Kings XI Punjab,Runs,12.0,Chris Jordan
44,25-10-2020,"Dubai International Cricket Stadium, Dubai",Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Bat,Group,145.0,6.0,150.0,2.0,Chennai Super Kings,Wickets,8.0,Ruturaj Gaikwad
45,25-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Group,195.0,5.0,196.0,2.0,Rajasthan Royals,Wickets,8.0,Ben Stokes
46,26-10-2020,"Sharjah Cricket Stadium, Sharjah",Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Field,Group,149.0,9.0,150.0,2.0,Kings XI Punjab,Wickets,8.0,Chris Gayle
47,27-10-2020,"Dubai International Cricket Stadium, Dubai",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,Group,219.0,2.0,131.0,10.0,Sunrisers Hyderabad,Runs,88.0,Wriddhiman Saha
48,28-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,164.0,6.0,166.0,5.0,Mumbai Indians,Wickets,5.0,Suryakumar Yadav
49,29-10-2020,"Dubai International Cricket Stadium, Dubai",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Group,172.0,5.0,178.0,4.0,Chennai Super Kings,Wickets,6.0,Ruturaj Gaikwad
50,30-10-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,185.0,4.0,186.0,3.0,Rajasthan Royals,Wickets,7.0,Ben Stokes
51,31-10-2020,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,Group,110.0,9.0,111.0,1.0,Mumbai Indians,Wickets,9.0,Ishan Kishan
52,31-10-2020,"Sharjah Cricket Stadium, Sharjah",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,120.0,7.0,121.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Sandeep Sharma
53,01-11-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,Field,Group,153.0,6.0,154.0,1.0,Chennai Super Kings,Wickets,9.0,Ruturaj Gaikwad
54,01-11-2020,"Dubai International Cricket Stadium, Dubai",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Group,191.0,7.0,131.0,9.0,Kolkata Knight Riders,Runs,60.0,Pat Cummins
55,02-11-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Field,Group,152.0,7.0,154.0,4.0,Delhi Capitals,Wickets,6.0,Anrich Nortje
56,03-11-2020,"Sharjah Cricket Stadium, Sharjah",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,149.0,8.0,151.0,0.0,Sunrisers Hyderabad,Wickets,10.0,Shahbaz Nadeem
57,05-11-2020,"Dubai International Cricket Stadium, Dubai",Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Playoff,200.0,5.0,143.0,8.0,Mumbai Indians,Runs,57.0,Jasprit Bumrah
58,06-11-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Playoff,131.0,7.0,132.0,4.0,Sunrisers Hyderabad,Wickets,6.0,Kane Williamson
59,08-11-2020,"Sheikh Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Bat,Playoff,189.0,3.0,172.0,8.0,Delhi Capitals,Runs,17.0,Marcus Stoinis
60,10-11-2020,"Dubai International Cricket Stadium, Dubai",Delhi Capitals,Mumbai Indians,Delhi Capitals,Bat,Final,156.0,7.0,157.0,5.0,Mumbai Indians,Wickets,5.0,Trent Boult
1,09-04-2021,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,159.0,9.0,160.0,8.0,Royal Challengers Bangalore,Wickets,2.0,Harshal Patel
2,10-04-2021,"Wankhede Stadium, Mumbai",Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Group,188.0,7.0,190.0,3.0,Delhi Capitals,Wickets,7.0,Shikhar Dhawan
3,11-04-2021,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,187.0,6.0,177.0,5.0,Kolkata Knight Riders,Runs,10.0,Nitish Rana
